,0,0
penguin,7,4
knockoff,5,1
freez,13,6
jewel,7,9
ivi,2,4
rethink,1,3
pyun,9,0
esthet,1,3
dinocrap,2,0
ahahahahahhahahahahahahahahahhahahahahahahah,1,0
sigh,7,7
corman,5,5
homoer,1,0
gayest,2,0
nerd,10,8
catalan,0,1
urib,0,1
cruelti,3,11
coward,5,9
viaj,0,1
carol,10,18
peninsula,0,3
iberica,0,1
bing,4,1
crosbi,7,4
waltz,2,1
roosevelt,3,1
wig,17,2
bendix,1,0
moe,4,15
stoog,19,5
usernam,2,0
grammat,1,0
delv,4,9
trend,5,5
wholeheartedli,2,0
filmgo,1,0
palat,4,3
meaningless,21,6
bogglingli,1,0
underdog,4,4
dummi,3,1
mandatori,6,4
quasi,6,5
brag,3,1
incept,1,0
templat,2,0
goof,8,4
emphas,9,10
loop,5,2
lament,2,8
pedest,1,3
profici,1,2
thinner,6,0
penalti,1,7
crusad,3,7
underwood,1,4
meddl,1,5
fishbourn,1,1
climact,11,9
steril,8,0
warfar,3,6
deepest,2,5
treason,2,0
mister,5,1
cheep,1,0
stauffenberg,1,0
cherish,6,13
dien,6,0
crossroad,2,2
cell,20,15
intermin,7,0
pout,8,1
peroxid,1,0
boiler,3,2
roast,5,0
moustach,3,3
appallingli,5,0
shipload,0,2
sailor,2,9
deter,1,2
dispatch,9,6
ashanti,4,2
gees,0,1
anansa,1,3
medicin,3,2
trader,3,6
suleiman,1,2
ustinov,2,15
englishman,4,4
harrison,6,10
holden,9,2
malik,0,4
kabir,0,1
bedi,0,1
camel,2,3
omar,2,4
sharif,3,3
gamin,2,0
unequivoc,4,0
clees,6,5
unscath,2,2
minim,18,13
spatial,1,1
boundari,5,6
ostens,3,3
unsaid,0,1
reinforc,7,6
leitmotif,1,2
displeas,1,2
spici,2,2
sin,24,14
jag,2,0
eszterha,2,0
clone,16,3
muse,2,4
attorney,5,10
sidney,3,29
lumet,4,17
oddpar,1,0
spongebob,4,0
butch,5,8
hartman,4,2
burp,1,0
lol,9,14
underwear,8,4
lololol,1,0
kangaroo,1,0
boomerang,4,0
simpleton,3,0
coup,9,11
loudest,1,1
cosmo,3,2
batteri,5,2
goddamn,1,2
dimmsdal,1,0
mistaken,15,11
nickelodeon,2,2
everyday,5,35
rubei,0,1
luv,1,1
raven,3,3
izzard,1,4
brit,5,12
noll,0,4
blunt,5,8
explet,1,1
verbal,3,11
thesauru,0,1
pioneer,2,11
nevermind,3,4
medic,25,16
denouement,4,3
portion,16,10
estrang,6,4
dippi,1,0
whiz,1,2
moonlight,2,2
prickli,1,0
shapeless,1,1
kooki,1,3
perplex,6,7
keitel,12,2
flesheat,1,0
europ,19,25
immacul,1,0
prolog,1,0
puss,1,2
mega,5,2
pimpl,2,0
cleaver,1,0
nt,2,1
intestin,11,0
plotwis,2,0
irrever,2,2
moviemak,1,1
ton,18,22
stan,26,24
olli,14,18
fundament,9,6
laurel,19,7
bronson,8,5
pinchot,7,0
schtick,5,0
welsh,3,3
pakistani,3,2
yelp,2,0
overdon,12,7
gailard,3,0
sartain,6,0
dirt,10,5
knacker,1,0
intuit,2,2
teamwork,1,3
innat,3,1
loveabl,3,3
absent,9,3
mistim,2,0
gap,12,8
panel,6,4
fratern,4,2
nadir,5,1
malaprop,1,1
bozo,1,0
harmon,7,1
copyright,5,1
bottl,9,10
smack,8,8
abhorr,3,1
poker,3,6
sting,2,9
nettl,1,1
holliday,4,1
with,1,0
cukor,7,5
blander,2,0
lemmon,1,16
muster,6,0
recycl,19,5
enamor,3,1
soft,24,30
wimp,2,5
threesom,7,0
jan,9,1
kristi,1,5
alot,4,7
unfair,11,8
assess,3,6
bygon,0,4
topher,0,2
forman,0,2
perpetu,10,9
donna,12,20
laura,19,21
prepon,1,2
masterson,1,14
hyde,5,18
mila,0,1
kuni,0,2
wilmer,0,1
valderrama,0,1
fez,0,7
ashton,1,1
kutcher,0,1
kelso,0,7
exchang,7,14
jo,1,10
rupp,0,3
kurtwood,0,2
phenomen,3,9
kitti,2,12
poge,0,1
tanya,0,6
chauvinist,4,3
airhead,6,2
midg,0,2
chong,1,3
stoner,2,4
anachronist,1,1
deplor,1,3
ferrer,1,2
dopey,8,3
boorish,1,0
vy,1,2
maid,8,6
dopi,1,0
renoir,2,6
estat,19,13
elena,2,5
pinter,7,0
nobel,4,0
regurgit,4,1
sixth,9,6
talentless,10,1
coast,6,10
butcheri,1,0
sleuth,2,15
confect,1,1
slipper,3,3
distinctli,2,6
longev,1,4
palmer,3,1
yer,4,1
precoci,3,4
infanc,1,3
yuppi,5,4
poter,0,1
pepsi,1,2
vocabulari,4,2
chin,4,3
heartwarm,2,17
proverbi,3,1
carrot,3,1
entic,6,2
babbl,6,1
embattl,1,0
slogan,1,1
shane,2,2
exert,0,2
convoyeur,0,1
unhing,8,3
milieu,1,3
conceal,9,4
underpin,2,3
formalist,0,1
mariag,0,1
coolli,0,4
exquisit,3,15
monochrom,0,1
grimi,2,4
longueur,0,1
poelvoord,0,2
hatstand,0,1
pidgeon,0,11
epiphani,0,2
despair,6,16
steer,11,5
philosophi,14,11
ned,8,33
enshroud,0,1
myth,8,7
plate,6,9
victorian,1,15
australia,7,20
permut,1,1
inhuman,5,3
superhuman,3,3
unfeel,1,1
armour,0,6
wore,13,10
unten,0,2
colonist,0,2
nearest,6,4
versu,8,12
wildli,9,5
seamlessli,0,7
ledger,1,5
orlando,3,4
conting,2,1
glenrowan,0,4
desol,5,6
naomi,1,3
watt,0,4
bum,0,10
capitalis,0,2
ditto,2,4
mannequin,5,2
collag,4,2
shootout,6,15
annoyingli,6,4
noirish,1,2
otto,1,6
preming,3,16
tierney,4,25
posh,1,8
sophist,11,25
strata,1,1
nickel,0,2
crook,13,16
det,0,3
dixon,1,27
implic,7,5
bleakest,0,1
brighter,1,2
tulli,0,10
quibbl,1,9
unsavori,2,2
polish,12,16
penultim,0,2
spock,8,21
mccoy,0,18
kirk,8,11
beam,3,5
sarpeidon,0,5
atoz,0,6
librarian,5,4
vulcan,1,6
zarabeth,0,2
unhappi,7,14
witchcraft,9,7
doorway,1,4
beta,11,4
niob,0,1
supernova,0,2
enterpris,7,8
shatner,5,5
nimoy,0,2
lisett,0,1
relay,3,5
freiberg,0,4
bray,1,1
donkey,0,1
stepchildren,0,1
eden,3,4
candidli,0,1
inhabit,13,22
dove,1,4
tholian,0,1
problemat,4,4
to,0,3
ritchi,5,9
wertmul,1,0
refund,7,0
flabbergast,1,1
madonna,4,12
lina,1,0
lagoon,3,1
preciou,12,11
comer,1,3
bentley,1,1
drown,17,12
sagemil,3,0
miscast,27,4
brainchild,1,0
vanilla,3,5
dillus,1,0
ss,7,1
throwaway,9,4
sustain,14,9
unrat,5,3
tame,12,10
stapl,5,4
firstli,13,6
stanley,14,31
allison,2,3
kimberli,1,3
rivet,2,18
theo,6,3
robertson,10,3
waw,0,3
germani,16,37
leas,3,5
britian,0,1
patton,4,9
clark,18,32
cassini,0,1
monti,8,9
rome,4,6
dresden,0,1
auschwitz,1,1
egregi,2,1
flyboy,0,1
vivisect,1,1
experiment,11,18
anesthet,1,2
dave,9,3
jar,11,10
indiscern,2,0
speedi,1,0
puppet,9,8
cattl,2,10
spaceship,5,6
pompou,5,2
hillari,4,0
rollebal,1,0
nu,1,1
masterwork,1,2
yanci,1,0
dimwit,3,2
harmoni,6,6
protest,14,15
mumbl,3,4
rochest,27,22
ny,6,4
felin,1,3
inexperienc,0,4
pooch,2,1
amech,2,2
sooth,1,1
slept,5,0
peril,9,7
spong,3,0
diver,3,6
tarpon,1,0
lloyd,9,19
rerun,4,1
underwat,8,9
flipper,3,0
undersea,1,0
screener,2,1
subvers,5,4
scientolog,1,0
futil,6,4
unnot,4,0
tripe,11,0
dunnit,1,1
arrrrgh,1,0
tempt,6,6
garante,1,0
nghya,1,0
hendrix,11,1
pee,6,2
lazili,3,0
keener,1,2
stall,4,2
bleed,9,2
amp,3,1
walli,3,6
heider,1,0
interspers,6,4
berkeley,4,4
woodstock,3,1
wight,1,0
myrna,1,14
loy,2,18
repugn,4,1
inconceiv,2,1
gackt,0,12
sho,0,9
kei,0,8
ripe,3,3
standpoint,3,4
communistophobia,0,1
adolf,5,2
booth,7,6
paradox,0,4
snare,0,3
underemploy,0,1
groundhog,0,1
heinlein,0,6
gilliam,1,12
schizophren,2,3
wrench,0,13
psychiatrist,6,31
railli,0,4
madelein,0,4
stow,2,6
airport,7,10
intercept,2,1
irrespect,2,2
extern,0,9
drunken,10,12
physicist,2,4
mathematician,2,2
munchausen,0,2
debacl,5,1
quixot,1,1
whitewash,0,3
goin,1,6
coincid,9,11
hitchhik,6,2
galaxi,4,8
stimul,5,12
chess,2,16
bernhard,3,5
gaspingli,1,0
loung,1,0
superstar,10,8
scathingli,2,1
unapologet,1,2
bravado,3,1
nicola,9,17
roeg,2,3
chilli,3,1
signatur,2,6
boskovich,1,1
oddest,1,2
lucci,1,2
kamar,1,0
del,9,5
rey,3,2
bubon,1,1
crucial,6,17
implement,4,2
secreci,0,1
culprit,1,3
flee,5,13
epidemiologist,0,1
clock,6,16
allianc,4,5
comb,10,6
waterfront,2,5
investigatori,0,1
ethic,7,9
blackout,3,3
warren,10,12
grudg,7,6
barbera,3,1
bel,1,3
geddi,1,1
lens,3,2
mcdonald,4,6
slimi,3,11
reprehens,3,2
walter,21,34
skelet,1,1
ampl,3,4
athletic,1,2
allegor,2,5
brando,3,20
heighten,5,12
flexibl,0,1
propheci,5,5
armagedon,0,1
higherprais,0,1
induc,19,6
snail,8,0
committe,5,1
calamin,2,0
tangent,4,1
typographi,1,0
twin,32,21
chocolat,1,12
reognis,1,0
skunk,1,0
flimsi,10,1
threw,15,5
exorcist,14,0
evp,1,0
instil,1,2
kruger,2,0
stupidest,6,0
betti,12,42
grabl,1,1
ravish,2,3
irresist,0,5
dash,10,16
mariett,0,2
spradlin,0,1
creaki,2,4
villag,31,37
frankenstein,13,9
compound,7,4
atwil,2,4
niemann,1,0
arbitrari,7,1
her,5,3
herman,6,14
dwight,4,7
frye,3,5
rampag,10,4
lional,1,0
wray,1,5
tendenc,8,8
stray,13,4
deriv,23,13
hoodwink,1,0
strayer,1,0
blondi,1,0
outlin,15,12
chago,0,1
deport,1,2
collus,1,1
anglo,2,1
percept,4,7
ocean,9,13
aerial,1,3
orbit,2,3
viabl,1,2
wholesal,1,2
provis,0,1
eject,0,2
mauritiu,0,1
displac,1,6
chagossian,0,2
beset,0,2
substanti,9,8
acceler,2,6
exil,3,4
nevertheless,10,28
briton,0,2
complicit,0,1
turtorro,0,1
autist,2,3
chow,0,5
mash,7,3
weepi,1,2
basketbal,8,8
shaolin,4,3
monasteri,6,3
manual,2,5
monk,16,17
pretend,26,22
basket,8,2
dart,2,2
expuls,0,2
shorthand,0,1
sharpli,0,6
uma,9,7
thurman,7,9
hubba,0,3
buba,0,1
underr,6,47
lunat,6,4
fari,7,1
ivan,2,4
rietman,0,1
virginia,10,16
niven,7,9
wodehous,1,8
dunderhead,1,0
wooster,1,0
jeev,3,0
unflapp,1,0
valet,1,0
wodehousian,1,0
trope,2,1
wearisom,1,0
grodin,2,0
darrin,1,0
mcgavin,3,10
bumpus,1,0
ralphi,1,1
bb,3,2
scud,2,1
farku,2,0
resourc,15,11
espionag,3,7
pickup,2,5
tobi,5,16
mill,17,24
fuzz,0,1
cricket,1,5
hearted,0,2
antic,8,15
splendidli,0,4
megan,2,3
hyperbol,2,1
sophi,9,5
myle,0,1
teresa,0,2
tabloid,3,1
weid,0,1
laps,2,2
soapi,0,2
blooper,2,1
gratif,0,3
acr,0,6
chocula,0,1
decay,6,5
remnant,2,2
larger,9,23
seeth,0,4
enigmat,3,7
reson,3,15
watcher,9,4
achil,4,4
alexand,5,13
heel,16,6
mytholog,3,17
neat,7,27
redon,1,2
simplist,8,10
dastardli,2,2
urchin,2,0
sinis,2,0
saki,5,1
nimbl,1,1
ryoko,1,4
yonekura,1,2
tojo,4,0
minimalist,4,2
shingo,1,0
tsurumi,1,0
truck,28,6
tavern,2,3
alongsid,14,6
suffic,5,5
crimelord,1,0
gunmen,2,1
woo,4,7
vanquish,1,0
launcher,2,0
assumpt,7,2
giovanni,2,3
bocaccio,1,0
decameron,5,0
mediev,5,6
peasant,2,2
diatrib,3,1
norwegian,7,1
sabotur,0,2
rukjan,0,1
norway,3,1
sexo,1,0
pudor,1,0
lagrima,1,0
newer,4,7
demian,2,1
bichir,2,1
behaviour,11,6
pleaser,2,0
serrano,3,1
mock,14,5
reflexion,1,0
dionn,1,0
marionett,2,0
lone,25,44
sleek,1,4
connot,1,3
forebod,6,4
fedora,1,1
bootleg,3,3
amc,2,1
curtain,3,13
rogu,1,3
loner,0,6
marc,2,20
suffoc,2,3
karl,2,23
malden,4,11
robust,0,5
duster,0,1
mug,6,7
demot,0,1
bureau,9,7
syndic,3,2
sworn,1,2
bogart,3,14
seraph,0,1
disintegr,3,5
fodder,4,2
melodramat,9,12
buf,1,1
loosen,0,4
boundless,0,3
psychosi,1,1
destruct,18,27
jam,3,4
frighteningli,2,2
nit,2,3
sterl,1,4
glaringli,0,2
rappin,1,0
vaudevillian,1,2
peebl,2,0
homey,2,1
prescrib,2,1
glaucoma,1,0
sonni,2,3
tashlin,2,0
lifeless,13,4
snafu,3,0
inadvis,1,0
risqu,3,3
stripper,8,1
artefact,1,0
bigot,9,1
canada,25,6
export,2,1
angi,9,2
rosanna,5,0
cowardic,2,0
ubiquit,4,2
tenuta,1,0
pose,15,15
midget,16,1
virgin,20,30
stitzer,0,2
carel,3,17
crass,6,3
typifi,0,1
heartfelt,2,14
curios,17,11
ferrel,7,5
anchorman,0,4
daili,13,27
castmemb,0,1
electron,5,4
adorn,1,1
pal,10,12
rudd,2,4
romani,1,2
malco,1,2
cal,1,10
seth,1,5
rogen,0,2
tattoo,6,7
sexahol,0,1
sack,3,6
optimist,8,10
trish,7,2
catherin,15,16
chagrin,1,3
judd,6,6
apatow,0,2
renown,4,7
naiveti,0,4
jerk,23,8
tumultu,0,3
bittersweet,1,9
chord,2,5
innuendo,8,4
pie,28,13
militarist,1,1
shadi,3,7
creasey,1,0
har,0,3
boon,3,7
sulki,1,1
trotter,1,1
thoroughbr,0,1
jockey,0,4
april,6,12
prohibit,2,2
brennan,2,8
therebi,5,7
ghastli,3,3
misbegotten,1,0
oedip,2,1
tonight,13,12
heed,2,0
heder,5,0
eli,7,5
wallach,3,1
latitud,2,0
roadshow,1,0
sardinia,2,0
arti,8,2
losey,2,0
tennesse,2,2
fort,7,1
dictat,7,8
loudli,5,0
memoir,4,1
scoundrel,1,4
ludicri,1,0
unapp,8,0
noel,4,2
catti,1,0
confidant,1,1
capri,1,0
fleet,5,6
misdirect,6,0
dilut,5,4
joanna,5,1
shimku,1,0
romolo,1,0
valli,2,0
dunn,7,11
athena,0,1
token,15,1
unexpectedli,5,10
ralph,3,25
dopplegang,1,0
blacken,1,0
huddl,5,1
papa,5,1
exclaim,3,3
blindli,3,0
starv,10,1
panther,3,1
growl,6,7
allerg,3,0
shelter,6,7
daydream,2,2
unharm,1,2
campground,1,0
campsit,3,0
friendsth,1,0
toad,2,1
bannacheck,1,0
ang,16,5
unanim,3,0
premium,2,0
bana,4,0
easiest,5,1
mimic,3,3
banner,6,1
fought,4,16
poodl,3,3
conced,3,1
comanch,1,0
stratospher,3,0
cartoonish,13,5
muscl,5,9
emotionless,3,2
relentlessli,7,5
faker,1,0
unconvinc,27,5
liv,5,4
tyler,4,8
connelli,2,3
blake,5,9
norton,1,3
clansmen,2,0
roth,6,5
liam,6,2
neeson,6,3
jessica,13,11
lang,4,13
scotland,10,11
glaswegian,1,0
essenc,5,16
infatu,3,4
kilt,1,1
manli,4,1
coastal,2,4
abigail,2,4
mitchel,10,11
testimoni,4,7
simper,2,1
execution,1,1
unnerv,2,5
cuff,3,2
abbi,0,2
squirm,2,2
wardrob,8,5
payrol,2,0
finnish,1,3
fnnish,1,0
swedish,3,9
frenchmen,1,1
confeder,5,1
scarlet,2,6
hara,1,2
hoop,6,1
hairdo,4,1
finland,2,4
mansfield,4,3
aisl,1,7
geisha,5,10
myopic,2,0
refin,2,5
samurai,4,27
gail,5,2
barton,8,0
grandin,3,0
loma,1,1
smyrner,1,0
abduct,5,0
burk,6,14
virtu,6,10
traffic,12,6
loan,3,8
tucker,3,3
luther,1,3
i,2,2
synch,3,0
invas,7,14
splash,6,8
dakota,1,1
honeycomb,1,0
nashvil,2,0
hone,2,4
laughton,1,1
canon,5,12
supplant,0,2
daoist,0,1
cleans,1,4
dao,0,1
nofth,0,1
lillian,1,6
gish,2,1
bathhous,0,7
daoism,0,1
unstyl,0,1
sacred,0,1
fetch,16,17
argument,30,16
csi,5,0
flew,1,1
invalid,2,1
mckenzi,1,4
strip,16,25
humphri,0,4
bazza,0,11
lager,0,2
crocker,0,1
seller,8,7
edna,1,3
everag,0,1
dame,3,8
ernest,2,9
classif,0,3
poofter,0,1
pom,0,2
sydney,1,7
solicitor,0,4
inherit,12,11
tow,1,3
quanta,0,1
suitcas,0,2
tube,8,5
fleec,1,1
gyppo,0,1
crafti,0,4
taxi,6,12
bernard,6,14
maximis,0,1
stoneheng,0,2
hovel,0,2
landlord,0,6
milligan,4,1
meter,2,7
aussi,1,9
pub,5,4
escapad,3,1
curri,0,4
aphrodisiac,0,1
spank,2,4
rickmansworth,0,1
chariti,1,5
chunder,0,1
crumpet,0,1
bakewel,1,4
urin,2,4
beresford,0,1
breaker,1,4
morant,0,1
daisi,1,13
zest,1,3
perci,1,2
porcelain,0,1
dick,20,29
covington,0,1
folli,2,4
blast,20,8
crocodil,11,3
tonn,1,1
snacka,0,1
fitzgibbon,0,1
dunni,0,1
goofi,19,18
cocki,4,4
sullivan,6,43
calm,4,13
heartili,3,5
pauli,2,6
janitor,6,3
hop,17,20
damningli,1,0
mockumentari,4,1
momma,2,0
norbit,1,0
inher,10,8
angu,1,0
macinn,1,0
organis,4,2
unoffici,1,3
colonel,8,11
ratcher,2,0
toussaint,2,0
northern,9,11
vincenzo,2,7
nicoli,2,0
airspac,1,0
undetect,3,2
sand,9,9
seagal,41,0
keusch,2,0
unsuspect,13,1
thunder,13,11
dudikoff,3,4
specialis,2,0
abruptli,5,8
shoddi,12,2
reckon,4,7
arid,1,1
romania,6,3
relentless,10,7
sickroom,1,0
hothous,1,0
hulbert,0,1
waggon,0,1
askey,0,8
murdoch,0,3
stalwart,2,4
histrion,4,6
linden,0,1
traver,0,1
herbert,4,9
pragmat,1,3
rail,6,2
bargain,9,11
ghostli,4,3
spectral,0,1
sausag,1,3
reparte,2,1
fifth,8,5
columnist,2,3
nowaday,10,32
harmless,6,5
shiver,2,6
timber,0,1
norman,5,11
jewison,0,2
pauciti,0,1
broad,15,11
salon,3,2
angst,0,13
brooklyn,8,18
romantic,2,7
greek,10,15
subtli,4,10
amicu,0,6
rd,11,7
method,19,25
waxwork,2,2
cloak,2,4
dthe,0,1
duffel,4,3
bryan,5,4
bennett,3,4
vulner,5,20
dunham,0,1
stunningli,0,7
morri,3,17
nyre,0,2
babysitt,2,5
sudsi,1,0
plea,2,3
pregnanc,1,2
sarcasm,8,0
recogniz,7,7
glenda,3,8
farrel,8,12
swig,1,1
gin,3,0
alin,2,0
macmahon,1,0
authorit,3,1
spout,11,2
tchiness,1,0
scratch,22,9
katherin,8,1
eclips,2,2
brillianc,7,14
grudgingli,3,1
firefight,1,7
id,6,9
ue,1,0
perish,2,1
vapid,8,1
earnest,5,7
fireman,1,2
colleagu,7,15
benumb,1,0
convert,4,11
fragment,7,7
eulog,3,2
overwhelmingli,5,1
distressingli,1,0
brotherwood,1,0
antoin,4,2
decaun,1,0
rochefort,2,0
darl,3,7
bitterli,3,0
compromis,5,9
doyon,1,0
alain,3,4
chabat,1,2
artagnan,1,0
morvern,15,0
callar,3,0
reader,15,20
erudit,1,0
substitut,10,3
nuisanc,4,0
illus,4,8
tent,6,4
raver,1,0
scot,2,2
deni,12,27
goya,3,0
gauch,1,1
slog,2,0
unconsci,6,6
idiosyncrat,1,2
illumin,2,12
offscreen,1,0
angharad,1,0
ree,1,0
poldark,1,0
morton,6,3
adjust,6,8
adaptor,1,0
expurg,1,0
grotti,1,0
distast,5,0
brisk,2,5
genteel,1,1
languish,2,0
melancholi,4,6
ought,17,8
ici,4,2
winter,23,41
dam,1,12
frozen,9,4
wen,0,3
humanitarian,0,1
poverti,13,24
videograph,1,0
brood,8,15
swoon,4,2
pushi,1,0
latino,14,6
ira,4,6
profesor,1,0
boarder,1,0
blither,1,0
fruitless,1,0
hoodlum,4,3
rooki,4,17
homicid,15,4
sev,1,0
gruff,2,4
haskel,2,0
imo,4,10
sway,7,3
disservic,3,3
lindey,1,0
avenu,3,3
merl,0,3
oberon,0,13
barrist,0,2
everard,0,1
logan,8,16
dens,3,6
wuther,0,1
devastatingli,0,1
uptight,1,1
fuller,0,13
harlow,1,12
eyebrow,6,3
birthday,6,17
graceland,0,1
sacrilegi,0,1
majesti,0,1
elvi,28,18
gusto,1,3
tarnish,1,3
roar,5,10
launder,0,1
outer,12,6
debat,15,9
martian,8,19
lithgow,1,3
claus,2,0
hailston,0,1
rationalist,0,1
metaphys,6,6
weir,0,6
flirt,5,10
arcan,2,2
aborigin,0,14
tightli,1,6
predomin,0,3
deepen,2,1
normalci,2,3
readili,2,11
framework,2,8
buckl,0,2
underplay,1,4
riddl,10,7
regist,11,6
hocu,0,3
pocu,0,3
suv,4,1
terrain,2,6
interior,12,9
tribal,1,1
fleshpot,0,1
distil,1,2
vanguard,0,1
peralta,0,5
skateboard,0,3
socal,0,1
ream,0,1
greg,9,12
rode,1,2
maverick,4,9
centerpiec,0,2
laird,0,3
hamliton,0,1
messiah,2,2
syrupi,2,2
bloodfest,1,0
cutaway,2,1
trail,8,11
elisha,1,7
cuthbert,0,6
fourteen,1,2
click,9,8
hottest,5,5
gong,5,1
snapshot,2,5
promin,6,12
guiliti,1,0
oldest,2,13
vin,0,1
danish,9,12
sonja,1,3
richter,0,4
wheelchair,8,6
mute,4,9
walentin,0,1
frit,2,1
helmuth,0,1
alertwalentin,0,1
respond,7,13
whimsic,1,10
clausen,4,5
businessman,4,10
jorgen,0,1
sag,1,4
euthanasia,0,1
irrepress,0,3
coffin,12,0
plastic,20,6
peacock,4,1
tuba,1,0
grader,7,0
suppl,1,1
encompass,1,5
of,3,0
eighteen,1,4
sitter,0,1
tomato,16,3
phiniu,0,1
meskimen,0,1
robi,2,1
techi,0,1
laemle,0,1
applaus,0,3
cg,4,6
cheezi,3,0
dolph,12,4
lungren,6,0
dicey,1,0
detent,2,4
armor,2,2
grindhous,6,2
breakaway,1,0
turret,1,0
hath,1,0
wrought,4,1
maven,1,2
overr,16,5
overprais,1,1
melang,1,1
streetcar,1,3
abbott,2,2
costello,2,5
arthous,3,1
crapola,1,0
claptrap,5,0
anticlimact,2,1
guiness,0,5
fabric,5,11
wrinkl,3,3
prospect,3,6
chug,1,1
setup,12,7
tax,9,5
intertwin,3,10
reno,5,3
hightow,0,2
joao,1,0
pedro,5,3
rodrigu,1,0
fantasma,1,0
quad,1,0
dentist,5,27
canal,1,2
allevi,3,1
lovecraftian,1,1
fri,8,5
esophagu,2,0
odet,2,0
alex,38,27
strawberri,1,2
shortcak,1,0
shriek,7,5
funer,10,11
feign,2,0
insinu,3,1
banshe,1,0
cashew,1,0
unsalt,1,0
clara,3,6
lago,0,1
imanol,0,1
urbib,0,1
nest,1,5
roldan,0,1
comprehens,6,7
elbow,1,3
index,1,2
lei,0,1
prequel,9,6
unneed,2,0
flint,1,0
yoke,3,0
competitor,1,9
absurdli,5,2
fella,1,3
iraq,19,11
haha,5,0
spurlock,2,0
tate,0,5
donovan,0,2
bostwick,1,1
takeaway,0,1
invetig,0,1
accommod,2,2
coordin,4,1
bombard,3,3
mcnabb,1,0
madsen,17,1
haun,1,1
plagiar,3,0
alley,5,6
meander,13,1
diffus,1,1
sniper,7,13
bagdad,3,1
harden,1,5
daredevil,2,1
iraqi,7,0
shaken,2,2
jacket,8,4
deerhunt,1,0
platoon,6,3
sweetest,0,2
fragrant,0,2
aroma,0,1
unliken,0,1
whisper,4,3
caress,0,1
whip,9,16
smarmi,1,3
lisp,1,2
salaci,1,2
trembl,1,2
forlorn,0,2
torment,10,15
smirk,4,5
abdic,0,1
sacr,2,4
throne,0,2
sip,1,2
cognac,0,2
solemnli,0,1
karyn,1,5
chicago,6,8
proclaim,2,5
lanc,16,5
juan,3,5
croon,1,3
cohort,0,3
lester,9,6
valentin,16,5
outlandish,5,4
damon,3,13
aggrav,5,9
bop,0,1
subterranean,0,1
lunch,3,8
wisecrack,1,4
suburban,4,7
jersey,1,5
humdrum,1,5
weigh,4,2
boleyn,0,1
victoria,4,26
bettani,1,3
broadbent,0,3
simplif,0,1
monarch,1,4
intellect,5,3
julian,12,10
supervis,2,2
feder,3,5
hoover,2,8
whitehead,1,1
hardesti,2,4
peripheri,1,1
appoint,1,3
assuredli,0,2
ku,3,1
klux,3,1
klan,3,1
apprehend,0,4
prologu,5,5
airlin,5,4
insur,2,5
creep,13,14
fond,13,18
murray,14,2
equival,7,7
walon,1,1
semaphor,1,0
oat,4,0
valeri,2,8
perrin,2,0
conspicu,2,2
consumpt,5,2
patrolman,2,0
traffick,2,0
rediscov,1,4
conscienc,9,9
rewrit,8,1
neuter,4,0
nihilist,2,1
firebomb,1,0
reshot,1,0
gunpoint,2,2
gazel,1,0
bank,29,25
rio,7,5
exponenti,1,0
clumsili,5,2
underwhelm,5,1
ry,1,0
cooder,1,0
borderlin,1,4
goldsworthi,0,14
taoist,0,6
ephemer,1,4
outdoor,4,10
mud,5,4
outgrow,0,1
utmost,0,5
gratitud,0,3
quotat,0,1
eustach,0,8
whore,6,8
hur,0,2
alexandr,0,12
pierr,3,11
leaud,0,2
bernadett,0,2
lafont,0,1
veronika,0,4
fran,1,3
ois,1,1
lebrun,0,1
torrid,0,1
cruelest,0,1
inhibit,2,3
ing,6,2
monogami,1,1
talkiest,0,1
sunris,1,13
sunset,2,6
talki,7,13
trivial,5,2
audaci,2,4
forerunn,1,1
nouvel,4,2
beforehand,4,5
reverber,0,3
scath,0,1
naturalist,0,4
labrun,0,1
staggeringli,1,2
refut,1,2
unbroken,0,1
dip,7,6
agoni,4,4
jarmusch,2,2
parisian,0,2
procur,0,3
lucid,3,3
dribbl,4,0
nc,6,2
oc,1,1
fienn,3,3
schindler,2,1
desk,6,3
ja,1,0
fistfight,2,0
cassel,2,7
diverg,2,2
doze,7,2
schmooz,0,1
bradford,2,9
gushi,0,1
wincott,0,3
peacekeep,0,1
hq,1,1
brigitt,0,3
matthia,0,2
hue,2,1
macho,4,7
gaynigg,1,0
sexist,8,1
albeit,9,24
arminass,1,0
blandli,2,1
shrew,5,0
wei,4,2
tubercular,1,0
hongmei,1,0
zhang,5,3
wealthi,15,17
li,25,12
kite,3,0
zhuangzhuang,3,0
tian,4,0
volcan,1,1
stromboli,2,0
resili,3,1
europa,5,10
exercis,19,6
soggi,1,0
knox,2,5
thankless,3,1
matronli,1,0
kindli,3,6
portent,2,0
thereon,3,0
midway,1,3
distraught,2,3
downhil,17,3
nobli,1,1
compens,9,9
anatol,1,0
litvak,1,0
indiscret,1,1
rossellini,3,3
humphrey,2,7
errol,2,7
flynn,4,29
hale,1,7
guinn,1,0
mc,3,4
litel,1,0
miriam,1,1
bogi,1,3
vern,5,1
tougher,1,1
mighti,12,15
rambo,16,4
lethal,7,7
invinc,6,1
resound,4,3
blob,1,11
mismatch,4,7
ultra,15,14
bwp,0,1
excrement,14,1
meteorit,1,4
blanket,2,4
gurney,0,2
inflat,2,5
rosenlski,8,0
unasco,1,0
lamb,5,8
beachcomb,2,0
ziegler,2,0
